Transaction_ID,Date,Region,Department,Product_Category,Revenue,Expenses,Profit,Budget_Target,Quarter,Year
TXN04997,2024-09-16,Central,Operations,Home Care,185712,122683.08,63028.92,212119.14,Q3,2024
TXN04998,2025-09-05,West,Finance,Beverages,321696,227130.31,94565.69,340651.32,Q3,2025
TXN04999,2024-08-01,West,Finance,Snacks,205077,122430.15,82646.85,220768.6,Q3,2024
TXN05000,2024-10-09,East,Marketing,Personal Care,212148,125846.6,86301.4,245206.29,Q4,2024
TXN05001,2024-02-10,West,Operations,Snacks,243095,145373.79,97721.21,285847.94,Q1,2024
TXN05002,2025-03-26,South,Marketing,Beverages,135294,83814.0,51480.0,148993.36,Q1,2025
TXN05003,2025-12-11,North,Sales,Beverages,377280,268761.53,108518.47,450088.98,Q4,2025
TXN05004,2024-01-11,East,Sales,Snacks,151895,92455.42,59439.58,173446.13,Q1,2024
TXN05005,2024-10-25,North,Operations,Personal Care,145306,88991.44,56314.56,169762.47,Q4,2024
TXN05006,2024-09-13,Central,Finance,Personal Care,254360,131748.29,122611.71,289145.13,Q3,2024
TXN05007,2025-07-10,South,Sales,Dairy,212080,175185.08,36894.92,248860.01,Q3,2025
TXN05008,2025-02-21,South,Supply Chain,Personal Care,162294,97509.69,64784.31,183913.11,Q1,2025
TXN05009,2025-06-26,East,Operations,Personal Care,170621,104306.83,66314.17,196361.63,Q2,2025
TXN05010,2024-09-21,West,Operations,Beverages,298734,221530.31,77203.69,335215.63,Q3,2024
TXN05011,2024-09-07,North,Marketing,Personal Care,193573,109192.42,84380.58,203277.18,Q3,2024
TXN05012,2025-09-19,South,Operations,Snacks,261004,171124.04,89879.96,303312.52,Q3,2025
TXN05013,2025-06-20,West,Operations,Dairy,176977,125732.3,51244.7,186472.04,Q2,2025
TXN05014,2024-04-13,North,Supply Chain,Personal Care,225649,129458.94,96190.06,269350.96,Q2,2024
TXN05015,2025-12-26,Central,Operations,Packaged Foods,384668,275479.51,109188.49,432700.99,Q4,2025
TXN05016,2025-12-25,Central,Supply Chain,Packaged Foods,327081,245019.08,82061.92,352129.08,Q4,2025
TXN05017,2025-06-22,East,Marketing,Snacks,219718,133316.63,86401.37,247178.94,Q2,2025
TXN05018,2024-05-23,West,Finance,Packaged Foods,98024,75878.88,22145.12,104658.28,Q2,2024
TXN05019,2025-10-01,Central,Sales,Packaged Foods,158993,119525.65,39467.35,184968.16,Q4,2025
TXN05020,2025-01-08,East,Sales,Home Care,50463,31051.14,19411.86,58474.55,Q1,2025
TXN05021,2024-03-25,West,Sales,Snacks,268386,185169.11,83216.89,286037.46,Q1,2024
TXN05022,2025-06-23,South,Finance,Personal Care,254013,164262.22,89750.78,275832.89,Q2,2025
TXN05023,2024-05-27,East,Supply Chain,Packaged Foods,147801,115189.21,32611.79,158194.48,Q2,2024
TXN05024,2025-10-17,West,Supply Chain,Snacks,154293,105221.0,49072.0,178171.22,Q4,2025
TXN05025,2025-09-28,South,Supply Chain,Beverages,318489,232130.98,86358.02,362463.58,Q3,2025
TXN05026,2025-02-06,South,Supply Chain,Beverages,216416,151814.97,64601.03,243999.17,Q1,2025
TXN05027,2024-06-16,North,Sales,Snacks,182089,124212.78,57876.22,194665.91,Q2,2024
TXN05028,2024-11-09,South,Sales,Beverages,118995,77420.38,41574.62,129798.62,Q4,2024
TXN05029,2024-09-21,Central,Sales,Snacks,70646,46652.74,23993.26,79255.44,Q3,2024
TXN05030,2025-06-18,North,Sales,Personal Care,116276,71391.55,44884.45,125043.17,Q2,2025
TXN05031,2025-03-21,East,Finance,Dairy,203694,164537.21,39156.79,239587.08,Q1,2025
TXN05032,2024-05-10,Central,Supply Chain,Packaged Foods,140808,111361.85,29446.15,152634.54,Q2,2024
TXN05033,2024-06-29,North,Sales,Dairy,80871,63663.04,17207.96,93916.71,Q2,2024
TXN05034,2025-12-29,South,Sales,Dairy,223727,176984.27,46742.73,260970.4,Q4,2025
TXN05035,2025-05-28,South,Operations,Home Care,147175,94007.11,53167.89,172251.31,Q2,2025
TXN05036,2024-11-08,South,Sales,Packaged Foods,235069,184287.51,50781.49,256635.9,Q4,2024
TXN05037,2024-12-18,Central,Finance,Beverages,115960,85076.91,30883.09,127760.34,Q4,2024
TXN05038,2024-05-21,East,Operations,Beverages,92065,65475.73,26589.27,99918.68,Q2,2024
TXN05039,2024-10-24,South,Sales,Personal Care,116890,58619.7,58270.3,139008.93,Q4,2024
TXN05040,2024-02-09,East,Finance,Home Care,128231,94771.24,33459.76,146427.18,Q1,2024
TXN05041,2024-03-18,South,Sales,Home Care,218213,145329.96,72883.04,256214.26,Q1,2024
TXN05042,2025-07-17,Central,Supply Chain,Beverages,71096,48117.0,22979.0,79195.08,Q3,2025
TXN05043,2024-02-17,West,Sales,Packaged Foods,170292,127844.35,42447.65,188874.4,Q1,2024
TXN05044,2024-02-17,South,Sales,Home Care,192383,123997.13,68385.87,203339.68,Q1,2024
TXN05045,2025-01-21,South,Marketing,Home Care,206938,152080.89,54857.11,222665.52,Q1,2025
TXN05046,2025-08-05,West,Finance,Beverages,340023,205030.5,134992.5,387080.35,Q3,2025
TXN05047,2024-08-11,Central,Supply Chain,Home Care,95059,61837.61,33221.39,105195.78,Q3,2024
TXN05048,2024-09-10,West,Marketing,Snacks,186342,120820.51,65521.49,209037.58,Q3,2024
TXN05049,2025-05-11,Central,Sales,Personal Care,126951,71697.5,55253.5,142924.03,Q2,2025
TXN05050,2024-01-24,Central,Supply Chain,Packaged Foods,129650,91327.1,38322.9,154917.22,Q1,2024
TXN05051,2024-01-15,North,Supply Chain,Dairy,253649,205728.94,47920.06,297001.7,Q1,2024
TXN05052,2025-07-27,Central,Marketing,Home Care,78182,53468.97,24713.03,90109.1,Q3,2025
TXN05053,2024-10-09,Central,Operations,Packaged Foods,248776,174788.88,73987.12,265499.89,Q4,2024
TXN05054,2024-01-18,Central,Supply Chain,Personal Care,85130,55090.55,30039.45,98927.79,Q1,2024
TXN05055,2024-04-26,North,Supply Chain,Home Care,242814,151022.12,91791.88,260496.44,Q2,2024
TXN05056,2024-09-04,North,Finance,Beverages,285330,204584.36,80745.64,300820.21,Q3,2024
TXN05057,2024-08-10,Central,Finance,Beverages,155788,114521.96,41266.04,176966.27,Q3,2024
TXN05058,2025-10-15,Central,Operations,Packaged Foods,115321,83381.49,31939.51,123270.76,Q4,2025
TXN05059,2024-11-02,Central,Operations,Dairy,230646,175625.16,55020.84,272553.68,Q4,2024
TXN05060,2024-12-17,North,Supply Chain,Beverages,170420,111331.1,59088.9,199680.1,Q4,2024
TXN05061,2024-05-30,North,Supply Chain,Snacks,181806,121934.62,59871.38,209401.97,Q2,2024
TXN05062,2025-10-30,South,Supply Chain,Snacks,97851,57906.04,39944.96,110923.43,Q4,2025
TXN05063,2024-09-30,West,Finance,Home Care,191291,122587.53,68703.47,206879.14,Q3,2024
TXN05064,2024-12-17,North,Sales,Beverages,344686,225343.52,119342.48,363856.16,Q4,2024
TXN05065,2025-05-27,Central,Operations,Beverages,50212,34985.83,15226.17,54048.92,Q2,2025
TXN05066,2024-04-30,South,Supply Chain,Dairy,177233,137314.41,39918.59,197924.62,Q2,2024
TXN05067,2025-06-25,North,Supply Chain,Packaged Foods,128188,100032.5,28155.5,138300.76,Q2,2025
TXN05068,2024-07-27,West,Sales,Personal Care,227292,115797.59,111494.41,241071.93,Q3,2024
TXN05069,2025-01-06,East,Operations,Personal Care,166061,103567.52,62493.48,196517.17,Q1,2025
TXN05070,2025-12-30,West,Finance,Personal Care,611912,318013.06,293898.94,653031.49,Q4,2025
TXN05071,2024-10-27,South,Operations,Home Care,335535,235334.48,100200.52,386311.41,Q4,2024
TXN05072,2025-01-31,South,Operations,Home Care,46825,32322.16,14502.84,54545.69,Q1,2025
TXN05073,2025-01-17,East,Operations,Personal Care,66311,35275.92,31035.08,71568.19,Q1,2025
TXN05074,2025-11-22,South,Operations,Packaged Foods,274054,196844.6,77209.4,324933.07,Q4,2025
TXN05075,2024-10-26,North,Sales,Packaged Foods,270619,197576.89,73042.11,307078.82,Q4,2024
TXN05076,2024-08-14,West,Supply Chain,Personal Care,196603,101590.35,95012.65,235450.73,Q3,2024
TXN05077,2025-04-11,North,Sales,Dairy,254088,195815.74,58272.26,303843.88,Q2,2025
TXN05078,2025-04-03,West,Marketing,Beverages,121333,75837.41,45495.59,141059.24,Q2,2025
TXN05079,2024-11-13,South,Supply Chain,Packaged Foods,295840,230766.71,65073.29,341353.3,Q4,2024
TXN05080,2024-07-24,North,Operations,Packaged Foods,324535,234066.94,90468.06,365907.01,Q3,2024
TXN05081,2025-06-26,West,Marketing,Snacks,235052,149531.89,85520.11,280839.1,Q2,2025
TXN05082,2024-12-08,East,Operations,Beverages,260856,183650.58,77205.42,278481.78,Q4,2024
TXN05083,2025-07-01,South,Operations,Snacks,100376,66170.99,34205.01,113162.98,Q3,2025
TXN05084,2024-04-09,South,Marketing,Snacks,148938,103765.8,45172.2,158354.47,Q2,2024
TXN05085,2024-11-13,North,Supply Chain,Packaged Foods,225189,152590.82,72598.18,238955.38,Q4,2024
TXN05086,2024-01-16,Central,Operations,Snacks,80361,47749.46,32611.54,96360.02,Q1,2024
TXN05087,2024-04-20,Central,Sales,Dairy,190983,147546.58,43436.42,211930.72,Q2,2024
TXN05088,2024-12-22,West,Supply Chain,Personal Care,339520,176722.4,162797.6,369333.4,Q4,2024
TXN05089,2025-09-09,North,Supply Chain,Snacks,136942,86765.53,50176.47,153862.37,Q3,2025
TXN05090,2025-10-07,South,Supply Chain,Dairy,306553,236404.09,70148.91,363149.55,Q4,2025
TXN05091,2024-05-02,West,Sales,Packaged Foods,106131,81140.97,24990.03,123515.07,Q2,2024
TXN05092,2024-02-25,North,Marketing,Beverages,216255,140288.3,75966.7,239311.39,Q1,2024
TXN05093,2025-10-23,Central,Marketing,Personal Care,192783,114432.88,78350.12,216288.64,Q4,2025
TXN05094,2024-10-13,East,Marketing,Beverages,225295,142273.59,83021.41,243407.27,Q4,2024
TXN05095,2024-08-11,East,Sales,Home Care,249603,158892.78,90710.22,266019.16,Q3,2024
TXN05096,2025-03-24,Central,Finance,Personal Care,88464,44993.27,43470.73,95987.93,Q1,2025
TXN05097,2024-03-04,Central,Supply Chain,Packaged Foods,131809,90283.45,41525.55,138448.86,Q1,2024
TXN05098,2025-10-27,South,Operations,Packaged Foods,366019,254183.61,111835.39,387982.39,Q4,2025
TXN05099,2024-10-18,East,Operations,Home Care,199784,125094.49,74689.51,238189.64,Q4,2024
TXN05100,2025-02-12,South,Supply Chain,Beverages,127016,87257.86,39758.14,152149.75,Q1,2025
TXN05101,2024-05-04,Central,Operations,Personal Care,210742,124976.54,85765.46,237232.12,Q2,2024
TXN05102,2025-03-24,South,Marketing,Personal Care,215305,131674.68,83630.32,250610.08,Q1,2025
TXN05103,2024-01-26,South,Supply Chain,Beverages,158062,102567.86,55494.14,177259.62,Q1,2024
TXN05104,2024-05-23,East,Sales,Dairy,215802,181697.9,34104.1,251871.76,Q2,2024
TXN05105,2024-01-15,West,Finance,Home Care,112592,84320.43,28271.57,133490.65,Q1,2024
TXN05106,2025-06-05,South,Supply Chain,Snacks,207077,117662.56,89414.44,236533.04,Q2,2025
TXN05107,2024-02-04,West,Finance,Dairy,176051,129846.02,46204.98,201914.67,Q1,2024
TXN05108,2025-05-18,East,Finance,Beverages,179237,124070.03,55166.97,198197.44,Q2,2025
TXN05109,2024-05-11,West,Marketing,Beverages,207214,145788.2,61425.8,246886.84,Q2,2024
TXN05110,2024-10-05,South,Operations,Dairy,117247,90179.19,27067.81,123172.5,Q4,2024
TXN05111,2025-09-22,East,Supply Chain,Snacks,166375,100014.37,66360.63,198904.53,Q3,2025
TXN05112,2024-04-12,North,Sales,Packaged Foods,162544,129478.08,33065.92,183822.22,Q2,2024
TXN05113,2025-01-17,West,Operations,Packaged Foods,70762,49708.74,21053.26,83823.89,Q1,2025
TXN05114,2024-02-05,South,Marketing,Personal Care,137844,85538.22,52305.78,159573.0,Q1,2024
TXN05115,2025-10-17,West,Operations,Personal Care,318553,169564.12,148988.88,343812.02,Q4,2025
TXN05116,2024-01-10,Central,Finance,Snacks,47071,31604.47,15466.53,55054.93,Q1,2024
TXN05117,2024-12-06,West,Marketing,Packaged Foods,506785,379617.02,127167.98,573593.32,Q4,2024
TXN05118,2024-02-13,East,Operations,Snacks,177432,98958.66,78473.34,192709.75,Q1,2024
TXN05119,2025-11-30,North,Supply Chain,Dairy,422981,340481.16,82499.84,495318.24,Q4,2025
TXN05120,2025-09-02,South,Sales,Snacks,246345,137493.11,108851.89,274749.08,Q3,2025
TXN05121,2025-12-17,West,Finance,Packaged Foods,565896,426091.1,139804.9,604725.59,Q4,2025
TXN05122,2025-02-13,East,Marketing,Home Care,79133,48541.65,30591.35,87463.8,Q1,2025
TXN05123,2025-07-26,South,Marketing,Personal Care,79209,49216.22,29992.78,84252.63,Q3,2025
TXN05124,2024-03-25,West,Operations,Packaged Foods,243518,159584.9,83933.1,285890.75,Q1,2024
TXN05125,2024-11-15,East,Supply Chain,Home Care,93103,60406.45,32696.55,102703.89,Q4,2024
TXN05126,2024-08-01,Central,Supply Chain,Personal Care,97124,49575.59,47548.41,114744.43,Q3,2024
TXN05127,2025-01-01,North,Supply Chain,Packaged Foods,91195,60400.71,30794.29,98510.66,Q1,2025
TXN05128,2024-05-12,East,Sales,Snacks,164375,108013.31,56361.69,191022.28,Q2,2024
TXN05129,2024-12-19,South,Sales,Home Care,177030,124612.06,52417.94,203343.11,Q4,2024
TXN05130,2024-07-04,West,Supply Chain,Beverages,261334,188673.26,72660.74,295301.2,Q3,2024
TXN05131,2025-04-11,West,Marketing,Dairy,146925,117175.51,29749.49,166210.17,Q2,2025
TXN05132,2024-09-12,East,Marketing,Packaged Foods,281505,214027.18,67477.82,326254.76,Q3,2024
TXN05133,2025-07-13,North,Finance,Home Care,156338,104890.19,51447.81,182009.0,Q3,2025
TXN05134,2024-06-04,Central,Supply Chain,Packaged Foods,176574,128379.54,48194.46,198638.67,Q2,2024
TXN05135,2025-11-21,West,Operations,Dairy,243231,173523.23,69707.77,265221.26,Q4,2025
TXN05136,2024-03-28,Central,Finance,Dairy,169608,136642.27,32965.73,199235.78,Q1,2024
TXN05137,2025-12-18,West,Marketing,Beverages,351687,250123.22,101563.78,376425.8,Q4,2025
TXN05138,2024-02-05,North,Finance,Packaged Foods,206440,136846.11,69593.89,227649.35,Q1,2024
TXN05139,2025-11-13,Central,Operations,Home Care,326040,221077.4,104962.6,351485.51,Q4,2025
TXN05140,2024-03-24,Central,Operations,Personal Care,88547,47132.36,41414.64,105466.98,Q1,2024
TXN05141,2025-03-31,South,Marketing,Beverages,73920,45901.02,28018.98,84818.08,Q1,2025
TXN05142,2025-12-06,West,Marketing,Home Care,605533,433848.59,171684.41,708429.64,Q4,2025
TXN05143,2025-10-13,North,Operations,Beverages,211219,139223.87,71995.13,221891.81,Q4,2025
TXN05144,2024-12-18,North,Supply Chain,Dairy,240288,175824.09,64463.91,252441.82,Q4,2024
TXN05145,2025-07-13,Central,Sales,Snacks,156864,103386.01,53477.99,169463.15,Q3,2025
TXN05146,2025-09-20,West,Marketing,Snacks,151959,98280.82,53678.18,159949.16,Q3,2025
TXN05147,2025-07-10,East,Supply Chain,Beverages,213100,156475.39,56624.61,225924.47,Q3,2025
TXN05148,2024-09-23,West,Marketing,Home Care,291402,193269.31,98132.69,309135.64,Q3,2024
TXN05149,2024-06-27,South,Finance,Snacks,108130,66857.88,41272.12,116469.35,Q2,2024
TXN05150,2024-07-23,East,Operations,Dairy,230842,176592.19,54249.81,253786.24,Q3,2024
TXN05151,2024-06-18,South,Finance,Home Care,179816,109946.58,69869.42,195631.42,Q2,2024
TXN05152,2024-06-21,West,Supply Chain,Dairy,184164,155716.81,28447.19,215996.18,Q2,2024
TXN05153,2025-12-27,South,Finance,Home Care,122777,90196.58,32580.42,134669.88,Q4,2025
TXN05154,2025-10-14,West,Marketing,Dairy,182403,146891.59,35511.41,205279.86,Q4,2025
TXN05155,2025-02-08,Central,Sales,Dairy,155018,122857.65,32160.35,171924.0,Q1,2025
TXN05156,2024-11-28,North,Supply Chain,Personal Care,348620,226494.08,122125.92,415742.91,Q4,2024
TXN05157,2024-01-16,East,Finance,Beverages,150908,108343.17,42564.83,166425.1,Q1,2024
TXN05158,2024-08-03,West,Marketing,Personal Care,232749,150742.24,82006.76,258102.19,Q3,2024
TXN05159,2024-11-09,South,Operations,Beverages,208933,151185.06,57747.94,223349.6,Q4,2024
TXN05160,2025-02-15,North,Finance,Beverages,161210,99283.28,61926.72,184438.24,Q1,2025
TXN05161,2024-10-29,West,Supply Chain,Beverages,463569,298594.86,164974.14,495548.91,Q4,2024
TXN05162,2024-12-05,East,Sales,Snacks,436914,300634.47,136279.53,484805.74,Q4,2024
TXN05163,2025-07-30,North,Operations,Personal Care,187697,96753.97,90943.03,212832.76,Q3,2025
TXN05164,2025-07-29,South,Sales,Dairy,89331,68414.72,20916.28,98311.21,Q3,2025
TXN05165,2025-06-24,East,Finance,Home Care,125618,87035.07,38582.93,138975.32,Q2,2025
TXN05166,2025-05-04,Central,Marketing,Packaged Foods,100499,72901.09,27597.91,112151.08,Q2,2025
TXN05167,2024-04-12,West,Finance,Personal Care,333829,205303.06,128525.94,372015.0,Q2,2024
TXN05168,2025-01-26,Central,Sales,Beverages,140457,88320.55,52136.45,153911.89,Q1,2025
TXN05169,2024-03-19,West,Supply Chain,Personal Care,267239,142853.36,124385.64,289880.67,Q1,2024
TXN05170,2025-12-09,West,Sales,Packaged Foods,307587,242538.74,65048.26,355386.47,Q4,2025
TXN05171,2025-08-14,North,Finance,Beverages,337843,237728.71,100114.29,387684.93,Q3,2025
TXN05172,2025-11-28,Central,Marketing,Packaged Foods,165298,126056.6,39241.4,190682.55,Q4,2025
TXN05173,2025-09-03,Central,Finance,Dairy,145272,107683.63,37588.37,159552.53,Q3,2025
TXN05174,2025-04-30,West,Finance,Packaged Foods,88533,65029.42,23503.58,103117.52,Q2,2025
TXN05175,2024-09-22,North,Marketing,Snacks,241035,168294.66,72740.34,288128.94,Q3,2024
TXN05176,2024-07-30,North,Marketing,Personal Care,249683,144064.49,105618.51,299279.05,Q3,2024
TXN05177,2024-08-13,West,Supply Chain,Personal Care,120823,66647.65,54175.35,134199.29,Q3,2024
TXN05178,2025-02-25,East,Operations,Home Care,153597,101971.51,51625.49,167543.04,Q1,2025
TXN05179,2024-12-26,North,Sales,Packaged Foods,535361,367791.03,167569.97,629352.79,Q4,2024
TXN05180,2024-05-19,West,Operations,Snacks,331069,183315.43,147753.57,381369.06,Q2,2024
TXN05181,2025-09-17,East,Marketing,Beverages,227316,147837.54,79478.46,248914.44,Q3,2025
TXN05182,2024-12-27,West,Finance,Personal Care,151273,81929.74,69343.26,177437.92,Q4,2024
TXN05183,2025-04-07,South,Supply Chain,Packaged Foods,148546,101747.03,46798.97,159131.78,Q2,2025
TXN05184,2025-02-06,South,Supply Chain,Packaged Foods,65655,43977.47,21677.53,71997.51,Q1,2025
TXN05185,2025-02-10,West,Supply Chain,Snacks,267603,154777.38,112825.62,289658.31,Q1,2025
TXN05186,2024-03-03,North,Sales,Dairy,107046,85659.51,21386.49,117621.6,Q1,2024
TXN05187,2024-03-16,West,Supply Chain,Personal Care,262396,161795.69,100600.31,279309.66,Q1,2024
TXN05188,2025-09-03,North,Operations,Home Care,257616,180593.46,77022.54,295836.15,Q3,2025
TXN05189,2024-01-09,West,Operations,Beverages,216700,130802.95,85897.05,243795.32,Q1,2024
TXN05190,2025-07-16,North,Finance,Personal Care,324437,169221.1,155215.9,370181.57,Q3,2025
TXN05191,2025-05-22,North,Marketing,Home Care,176223,111113.03,65109.97,208866.15,Q2,2025
TXN05192,2025-11-17,East,Finance,Home Care,297160,199270.58,97889.42,339372.42,Q4,2025
TXN05193,2024-11-09,Central,Operations,Packaged Foods,112061,76495.26,35565.74,128992.26,Q4,2024
TXN05194,2024-11-15,East,Supply Chain,Dairy,201831,163464.69,38366.31,236167.17,Q4,2024
TXN05195,2024-04-01,West,Supply Chain,Dairy,184265,153579.74,30685.26,196210.1,Q2,2024
TXN05196,2025-11-11,North,Sales,Packaged Foods,419953,322194.37,97758.63,480751.46,Q4,2025
TXN05197,2025-10-06,South,Sales,Packaged Foods,137825,105456.39,32368.61,161338.91,Q4,2025
TXN05198,2025-11-30,South,Finance,Snacks,169836,118287.17,51548.83,187506.04,Q4,2025
TXN05199,2025-02-02,West,Finance,Home Care,136968,102368.49,34599.51,150879.89,Q1,2025
TXN05200,2025-12-01,Central,Sales,Beverages,126933,92327.93,34605.07,139279.07,Q4,2025
TXN05201,2025-08-11,West,Finance,Packaged Foods,127865,88467.39,39397.61,147814.62,Q3,2025
TXN05202,2025-10-27,East,Operations,Packaged Foods,118733,87044.5,31688.5,135720.14,Q4,2025
TXN05203,2025-10-22,South,Marketing,Snacks,275821,159920.15,115900.85,324902.44,Q4,2025
TXN05204,2024-03-23,South,Sales,Snacks,236994,139866.35,97127.65,277669.9,Q1,2024
TXN05205,2025-07-06,South,Sales,Personal Care,239096,133155.42,105940.58,282328.85,Q3,2025
TXN05206,2024-01-08,East,Supply Chain,Home Care,89332,54340.21,34991.79,95474.22,Q1,2024
TXN05207,2024-07-08,Central,Sales,Dairy,164568,133965.21,30602.79,194842.43,Q3,2024
TXN05208,2024-05-26,East,Supply Chain,Packaged Foods,222648,170754.13,51893.87,257579.19,Q2,2024
TXN05209,2024-11-16,South,Marketing,Packaged Foods,114864,85898.12,28965.88,121026.36,Q4,2024
TXN05210,2024-05-07,East,Supply Chain,Beverages,203525,135982.58,67542.42,242792.81,Q2,2024
TXN05211,2025-02-05,South,Finance,Personal Care,98940,57448.62,41491.38,106664.73,Q1,2025
TXN05212,2024-09-03,North,Operations,Home Care,250960,185405.03,65554.97,288825.94,Q3,2024
TXN05213,2024-05-30,East,Marketing,Personal Care,102067,54416.21,47650.79,117368.28,Q2,2024
TXN05214,2025-10-11,North,Marketing,Snacks,271859,160148.53,111710.47,321690.65,Q4,2025
TXN05215,2025-07-09,Central,Operations,Packaged Foods,214729,158681.67,56047.33,245956.56,Q3,2025
TXN05216,2025-07-28,South,Marketing,Packaged Foods,106986,72258.01,34727.99,114446.6,Q3,2025
TXN05217,2025-02-06,East,Marketing,Personal Care,183120,112708.79,70411.21,195071.47,Q1,2025
TXN05218,2025-08-08,South,Operations,Personal Care,147819,91640.4,56178.6,162100.77,Q3,2025
TXN05219,2024-02-18,South,Marketing,Beverages,133247,91978.11,41268.89,152119.81,Q1,2024
TXN05220,2025-11-07,South,Sales,Beverages,170360,126776.59,43583.41,189802.1,Q4,2025
TXN05221,2024-03-02,South,Finance,Snacks,153365,88654.74,64710.26,178592.51,Q1,2024
TXN05222,2024-02-07,North,Sales,Personal Care,160571,88598.54,71972.46,182977.17,Q1,2024
TXN05223,2024-01-10,North,Supply Chain,Home Care,215717,142810.85,72906.15,246610.71,Q1,2024
TXN05224,2025-10-03,East,Finance,Snacks,179958,109070.99,70887.01,192446.08,Q4,2025
TXN05225,2025-10-16,Central,Finance,Personal Care,87266,46076.33,41189.67,102084.95,Q4,2025
TXN05226,2025-07-16,North,Supply Chain,Snacks,240477,134735.59,105741.41,283338.2,Q3,2025
TXN05227,2024-01-29,Central,Marketing,Dairy,78006,57836.9,20169.1,86039.87,Q1,2024
TXN05228,2024-02-08,North,Finance,Packaged Foods,172245,124730.54,47514.46,200529.69,Q1,2024
TXN05229,2025-03-04,North,Supply Chain,Home Care,80813,52336.73,28476.27,96673.62,Q1,2025
TXN05230,2024-11-22,East,Operations,Snacks,172597,103253.82,69343.18,189335.68,Q4,2024
TXN05231,2025-08-12,East,Sales,Snacks,262037,161228.51,100808.49,301866.71,Q3,2025
TXN05232,2024-08-29,East,Supply Chain,Packaged Foods,115224,91672.35,23551.65,124005.96,Q3,2024
TXN05233,2025-09-21,North,Marketing,Dairy,181828,135196.68,46631.32,217480.39,Q3,2025
TXN05234,2024-04-19,Central,Operations,Packaged Foods,51907,40358.43,11548.57,56362.72,Q2,2024
TXN05235,2025-03-30,East,Supply Chain,Dairy,213274,162037.73,51236.27,242847.69,Q1,2025
TXN05236,2025-01-17,South,Marketing,Personal Care,104341,53886.1,50454.9,109789.7,Q1,2025
TXN05237,2024-01-02,North,Finance,Personal Care,152203,95783.64,56419.36,181281.59,Q1,2024
TXN05238,2024-06-14,East,Operations,Packaged Foods,100320,67719.68,32600.32,109498.93,Q2,2024
TXN05239,2024-08-26,North,Marketing,Home Care,217148,145254.41,71893.59,240624.27,Q3,2024
TXN05240,2024-11-05,Central,Marketing,Personal Care,137936,73156.61,64779.39,158023.82,Q4,2024
TXN05241,2025-01-30,Central,Operations,Dairy,129135,108075.91,21059.09,140770.0,Q1,2025
TXN05242,2024-12-11,East,Sales,Beverages,178435,111914.21,66520.79,199183.92,Q4,2024
TXN05243,2024-05-19,East,Supply Chain,Dairy,188145,137057.66,51087.34,210603.02,Q2,2024
TXN05244,2025-08-28,East,Marketing,Packaged Foods,190605,132755.11,57849.89,213383.21,Q3,2025
TXN05245,2025-02-25,Central,Supply Chain,Dairy,120637,89689.75,30947.25,141318.41,Q1,2025
TXN05246,2024-03-30,West,Sales,Snacks,197103,133684.13,63418.87,223612.6,Q1,2024
TXN05247,2025-05-02,Central,Operations,Personal Care,91771,51148.91,40622.09,99676.15,Q2,2025
TXN05248,2025-02-09,Central,Supply Chain,Home Care,68423,42937.55,25485.45,73097.49,Q1,2025
TXN05249,2025-08-02,West,Sales,Personal Care,145340,88692.16,56647.84,154815.34,Q3,2025
TXN05250,2024-07-25,East,Operations,Home Care,112446,79447.9,32998.1,118795.28,Q3,2024
TXN05251,2024-04-08,West,Supply Chain,Home Care,302520,197120.4,105399.6,321595.67,Q2,2024
TXN05252,2025-07-19,South,Sales,Packaged Foods,240367,158486.55,81880.45,287808.19,Q3,2025
TXN05253,2024-05-11,North,Operations,Dairy,210567,167999.9,42567.1,227811.21,Q2,2024
TXN05254,2025-02-20,South,Marketing,Snacks,144002,93339.95,50662.05,170887.96,Q1,2025
TXN05255,2024-09-12,East,Operations,Personal Care,93221,53580.45,39640.55,108564.63,Q3,2024
TXN05256,2025-05-07,South,Supply Chain,Dairy,176261,124938.6,51322.4,204900.13,Q2,2025
TXN05257,2025-09-07,Central,Sales,Home Care,60487,38872.27,21614.73,67304.65,Q3,2025
TXN05258,2024-03-10,North,Sales,Beverages,84751,55404.63,29346.37,96675.16,Q1,2024
TXN05259,2024-09-30,Central,Supply Chain,Packaged Foods,107650,73278.03,34371.97,116459.56,Q3,2024
TXN05260,2024-04-30,East,Sales,Dairy,57912,48949.32,8962.68,68368.64,Q2,2024
TXN05261,2025-04-13,South,Sales,Beverages,271397,187613.11,83783.89,316065.62,Q2,2025
TXN05262,2025-08-14,North,Finance,Dairy,94116,68247.46,25868.54,100074.33,Q3,2025
TXN05263,2024-04-05,East,Finance,Beverages,201292,150041.02,51250.98,223820.41,Q2,2024
TXN05264,2024-05-04,East,Sales,Personal Care,95640,58530.38,37109.62,108055.08,Q2,2024
TXN05265,2025-09-18,East,Operations,Packaged Foods,160323,124889.26,35433.74,191570.8,Q3,2025
TXN05266,2024-08-06,West,Operations,Dairy,80466,65559.13,14906.87,90316.05,Q3,2024
TXN05267,2024-08-28,Central,Marketing,Beverages,82871,55235.9,27635.1,93535.93,Q3,2024
TXN05268,2024-09-06,North,Sales,Home Care,239994,153034.77,86959.23,260165.63,Q3,2024
TXN05269,2025-04-10,South,Marketing,Personal Care,218675,128869.81,89805.19,246128.12,Q2,2025
TXN05270,2024-02-17,West,Supply Chain,Dairy,161408,115942.91,45465.09,175706.33,Q1,2024
